0,a6b86e2d8c30a8f006c148159f076560f97e687d11335e86ae50a3ce123521a1
1,5a11711d8266663180318e3cbbc38029b2faa4200c8c5da0c256f352610e0aa1
2,4e8056e475c8303dbd794fb3bcc5644c98786bc4b87f3499a869be4e15eae506
3,8a1ca066e4e37b570d3c13b6589517ef4785b350d53509c0418bb2bf89583049
4,650d001e5349bea70bf8752abcfd92fa1981e2d62a7c4638138bc03c400b7ae0
5,8e332c1379bdd4e4d06e7ee2e236b715d662c0f414f4b1f292514774a8bf6289
6,8f8bd27853c784c6e560a39e48d1c5ffa9fe21931fb30b97dfb6347ce58b7e92
7,1fa5cfb8de0a8d57d8dfe9229c9b07893abb747c17c2099de63b751f7e906981
8,97a687bf1b75f920a76eaef3d95cc1ca1a7eca7e4ce89b9c78a2ec37dc574b06
9,d32d5ae3e6ef40529a66c29486180fe81af4bc50a4dd5417ab469bb88c1c8d8d
10,17a3373af48fc60dba12c7417e35a4d734535cab730589d5da504ac2745ce769
11,5ee87bc2cb81148ddd0cfb3f6329dc6a60811452dcce3d8b5158ba984ddd4805
12,801cd3d459ec3f48856d4f3de4aac9a53774e79e20b49b6b26ada8c0c32cf5cc
13,e8d6cb44887816e9fa680552a7da7bda22dcb4e2f6e107d5a57c6a16f6602eb3
14,99e2825082b0bf3fc270870a577c35e5dd9c4641302e40a5a9fb4aee6040c0a8
15,c8c4cbc10b7092e2e4f2fd351945d7d0cea5df535784ebde76f830b39a5dab02
16,29260ad7f6cbd2ea90a5fcb24db5d582ee89715f250861c1b0f51df94aee8417
17,278d6653d4c3fdd205576e7aa22140f5e7ff1d791f2dde78d30b85dd39bd08ce
18,7416c07c12e2d3f3ca2c4fe9f7573e5f890eeba714ede37f1583df0ba98bd64d
19,4f1d4aed50f4f6a3e4012209c9fd18264fb8f872dbe8e47cecbbe74ce920422d
20,09e59b2ddf87b85c1fb96a353b2fd2b141c27f654dc52c33515e1786f8f8ecc3
21,d63601749e254530b5103f8bcdcd3513c58f8a5e22733359169230b837a73879
22,b6065d0eda0303b68dfa52dd6b5d4e94785cbaf6568fef142beed54ff9499ede
23,98b691d4acf4014bb5a5d24a78864b97dcff73f528dba8ce3183809ce08e3f29
24,6bd8e15f350ea37be5c98100ec4c365a415730710d835da86d7a2c381afcd74a
25,f835a5b09c0da0f9e03c2c8d1aa5366df833035e56aa9cdf6a092d318c8747df
26,40fb338af2f62b5d6dd5bcf8f0324b5bfa5cc31f5618cb38ad8bc655817d8810
27,ee0a0a4e1eb908c262e7bebc2d354f305744b9b3374f008be51320fc1da63e76
28,d3bc7ba9d3c4dfdd056465e138c148d9ebd6272db8ea0817b3a5fbc6c5819572
29,95959871cd9a75373e5e9309a63a88723eba614b747b5621c982179de11a575f
30,5cbcfdf077a1459eb38bb3a66e85fafa1cdedebaf8a7869f5925fc9d0291b95c
31,56def43bdffd2e807a64ebae13a4ab57c45a31f4faeb63329b0fbd4f7596ece8
32,8361fb11ca3d6305c8a52efe9b3d38fd35a4f608ecd6de3900f6fab3765c2113
33,d12d5e18d12e54a6fce8c237d7c8ea23a6d2d6ced417b7aa626017a2af9d23d7
34,4c66acb6a373f5b570badc9db514c1b57b2368b12427c8f6dd4df3c9756eeda2
35,dc288caab89b86043b20d1731fc587e1212b4963f7dd2823416bf977c0cd4861
36,e79e2ec81516580d2dc68f5ce440427cef604f017af31e28df59bc26475735b8
37,84e97d16d60fc0ae54b44fcf78c07e739a13fa6373a5c1659b1bfdb12288b68e
38,389aaea5b802d73886603a509ada17fa92c97bd00407275c11b515231529ee52
39,8f82c115ebf1ca223147d5ce197f01b80b9b108131ecff998406e8408e3c3d1e
40,eb52e37b46f37cd100ecde7f7190a3469f7c51c803633b6ef7e39fe960613990
41,2bc135f38341f6c2ae9b80afaf98d37bff849d387772f51061a96aade1e375ea
42,172403f812271e9620993fd5dc01e2fdc64f84ba900eeae16a84248d65997710
43,81ebbe9fa81d533bb73e1ab088747acc414193ae0b6d4e1fa16f9961c11bf185
44,4770c3f10e5082965fc335c9415005d1b81e2875db28aca883673d2b392fef60
45,f2413a6feebe8267be7814cd145eac416879e9c35756f75669de1ef2d724594e
46,e57da0fc8c07e4d56f93f8711d954480c0f813a67d49ca8c20b2a6d918a7c96e
47,6a894dbc38e09ffe98efe6114675fa44af378a86dcdf47e0c8c20a66033a93fc
48,9208c81a005134053a3d00779ba0284ffdcd7e86666db3d05768b0871353f030
49,a076aab217621a3b7a24e29a0cf640d2121e3c8bffb84edc5493adeed51a9cdc
50,d97e3e2bc232da75209bd403b4e3a3590cb18253cdeff0fd622eb4ebd57db62d
51,0f3bcc296c2d18fbec7e2cb60a1211cefd1fe1059948af5ef9f3ca6ae469b0c6
52,4871619b6e8d1d0f64833133bf27ab1eb6ab8b43f1593a97ab4ac745a71375d6
53,d720c1152a627c2649a05d990ab18600fd9dd5b3c4986da363a1efa0862dde30
54,a5993a920c8011bdc2feb7621629a8dc20f0c6b3e2347ae530b90d8ea0cdb39c
55,31043863cf896b41b93d9083841dbbfb585c278c750b4755217cc94f3a61b122
56,89611b579fe9260b18b2f51ac0b3c8a95f87fc3c2f038f3b838d57eb929a8346
57,a9ce2546581ccf37e52afbd0205bc6a0380c0b93afd53947c0eba0e4f2ceccbd
58,217e87c7a50f12f091a5b9d18b4251d01521a32eacdcdea98271573532d3d34a
59,f442d6e9f1a357009a0dfa223af09e04000761422b773a292476aca3f5f89678
60,e410f7c38d2ab638fb78dc4fa15b293e2794dc3a14c0a311df020805c45f181b
61,fc6de0b4e4d906ff4b023e39c735d2e33b5eeb39998849deaa2de30f7287c2d9
62,e7e093d9b515019b970857af4abe7565b44568e34c3a94c7b14113dcf40fff00
63,6427214fb17a772210a5dbc16b8266d95655392bdb544b511db547c2252d257c
64,6f4fc2b8557860f0af80aa15c59b20728c4f0dc7a3bec6b642306214e870e576
65,c17e27017e691828c4d66e14cbe2c3c33e99dd143f2be01e440a932b23a99997
66,0c8eb1f501bbde6d761ac2793fa757150c2ca3f42b2ae33cf34ea3faa28105d1
67,14b1bab8a29857c999c8e15960c550f40e5aa074e9a6ff71ca3374b28a387589
68,98eb9d83eb6709f47d7db26315914dbf7e80dfade8937a2bed55dc35fab151d1
69,2698927239d18837e2eb66cfd49055a91f6e184cf01495e0549cb170ccf43996
70,740e64f6c80d4338a2a819f27fb92cf5443a9462f91e8c9a3199ef7c82db50ff
71,709a9fe131e034e72634016232cf46fb3e773e7e227d5fb660aac69ad8f95bd1
72,ad31d60268f507d4b83040a5259eaff541977570ea4271db11fe7aeac86c10f8
73,1ac8913b9119718eeb80de58565b64f49753d7427bc6fd96abd8c6d6133aaac0
74,42d8f859ccdbf2b518cb9c9bbf5bb8ed9916a18c893f5d89b6a113039c961a47
75,262c6ce0634ba63911c351132f0541f38f31705a56740651580fade750e49ad0
76,59f635848d845905eb303f251e4809740de057feb0a667fb5d9263e18771e3ac
77,566d083f1bcb65c1f9d97f50325ef2fe70f9b342f423dfa3643a5d80639393cd
78,3f5e19b350468467a1c9b4857c689ac7b16f91bbb69cc3668a7bd6c988fdb821
79,7ebfd2108e9abd4a5cf5acb933a630ca43ce945329549e2fa250c2ec575561bc
80,8282c68814d0deaadb1087687f60c03713cf310128cd4208f869b5ca8253d8b0
81,f09a411c670954da491c6e45eefb2f4286c067af9d27acb5780f7cfcfeb1bfbe
82,17a71b4d962a27a322410e4bd5ee4ae09404508a496e202e60af8602b841db61
83,32035676ecee8c49105c90b1b87984a0271a0561149a6f208ddcb86a7edfa473
84,d9533abd8977d0cec7c1617bb38475dd01ff8d81a6f39af19d70cb7f6603d1bb
85,e2449d0bc6fd278e5ab6810292ddc54da021ee3f5e0a36960b1a3647499db5da
86,8db8148ce8460192736724e808e9b60b019024195b3db30ce3d2fcc76cfd9747
87,fcfd4f4635f737867568517400fd0e7b14393c0e6407aa0775f494e31e5acb5b
88,47f158645e71e2adcbd833134c8ed278766afd1d4814d2d76977915ab30805c1
89,34b1dc0d39cc10ab7157dcbdd78db16227c3c60fb2b4d7872511ae40220687ad
90,81404315c5fce0062d53c058661c90ad40e714dcbdcb934cce7aaa73d16c906f
91,2efe779db743ea17b5a617b52b789bc2afa3b48f077d2366dc0c6bb198aa0dc6
92,edbce124e6b0fb019a7269583eeee2ecdadd98ad35e18cbef1acb414593e307b
93,e68edabd4cc8900c1a337df327f22dca24e8c77984fb8bbd159dda7f7294517c
94,47efc6f895943dccab2c7cfef5a8b15fbc1a9e7aa8512b5eb79fe8ff491db01b
95,0ac8b878d129171a1bcbebb89a5e16465e0eea4933b0b49e286594eb796ef1dd
96,57c6f6f4b5f6b97973e60b35003965dd8872116bea9755847fb3c6dd58adcdee
97,abf9bb1219a67754e24b740fa91bec4024c65c833e6e505802043b71885f8de6
98,2aba1175c762913dbc174effc2597836893aad2f4936614395b1ce2714017693
99,66d1586f8ff1108ce723afee15a525f53de3dec8b2b53b42eeba52c77ef4a885
100,c7a2e522cecde5bc62e6367889ee858fc766cfbff8f3fc57a2143e370a45bf48
101,91425126ab413f7f143c2417f4929ef785d84b532f1f85f52ceffe82b785493c
102,623a28d2253af477d2d1e4b2b66d50ed68556d3752c97d3c9887cf02f4307907
103,8acf5820d4bcd9a619162041293d4bef2945560eb18fa395e18b8daf5b4f933d
104,6e4b8aa36896d3be8b8a04bb5d14916c3454673d01c64c67b32e61a94ade2f9b
105,e71102ae34ae47a6c0942cc9aadb7deea16eddb1c33f586729967b25805f3488
106,45d1e11a8c20c4682332b40a0ce410bd79a709543cde273d23d42291083f2941
107,caaa2a674c9eca536d6caeead87610f249104bc802fb00b4a0ebae738bb2d1ad
108,0806dfb6991317601b27d017196a981f141ca93e1ef2650490289eb3fe843347
109,5190e1608ba95f278b3602c17d8bf773eaa5b3f44646e87bc90b7d7ea03851c9
110,acf723926cf055411d6daa80f3ef767916019eaa687f3f476a9d7cdb502a7b6b
111,5373b6a7d6d9f01ec410c895b489d9c89d28db86752d5650d6816147a010e43c
112,8a9f5b41543716afc3e72d1b1496aac96c919c7a632f71d9c9add006c418bc99
113,9ac332f50a0f0bb9149368ee611d5aac3cb41c8a15e8ed31b8ae34dc68dcf850
114,9598500e2e0a172272d89a09127b23ba472816cf85cf8e41da271839adc187c7
115,80a986933bc9303823de51aa28c8a48620e360584a3c4955e58649a3c872455c
116,42bf03cd8c0cf29975172ea90be8f9fd9c1fbf7c9be3d10d70a432f51d0e8a73
